Data,Miniera,Tonnellate_giornaliere,Latitudine,Longitudine,Consumo_Energia_kWh,Emissioni_CO2_kg,%_Rame,Costo_Lavoro,Costo_Macchinari,Costo_Energia,Incidenti,Ore_Senza_Incidenti,Temperatura_C,Giorni_senza_incidenti_consecutivi
12/01/2024,Miniera 2,1.57,60.2761,16.1706,4781834.49,143455.03,5.37,61475.41,20274.05,573820.14,0,288,-8.481862904409908,12
13/01/2024,Miniera 2,7.04,60.2761,16.1706,4374454.6,131233.64,4.63,61475.41,20913.53,524934.55,0,312,-9.154388255644092,13
14/01/2024,Miniera 2,2.36,60.2761,16.1706,7499091.4,224972.74,3.94,61475.41,23809.05,899890.97,0,336,-22.255564743381413,14
15/01/2024,Miniera 2,8.53,60.2761,16.1706,3931116.77,117933.5,4.11,61475.41,27254.83,471734.01,0,360,-5.195991433247347,15
16/01/2024,Miniera 2,6.47,60.2761,16.1706,3180780.42,95423.41,5.58,61475.41,25927.37,381693.65,0,384,-7.814413229585128,16
17/01/2024,Miniera 2,9.15,60.2761,16.1706,3903485.01,117104.55,4.82,61475.41,20941.16,468418.2,0,408,-2.846735360222084,17
18/01/2024,Miniera 2,9.07,60.2761,16.1706,4924177.9,147725.34,3.69,61475.41,25607.23,590901.35,0,432,-22.94698041821358,18
19/01/2024,Miniera 2,12.12,60.2761,16.1706,2730021.69,81900.65,4.94,61475.41,26678.34,327602.6,0,456,-3.4449929584200802,19
20/01/2024,Miniera 2,6.41,60.2761,16.1706,5134255.99,154027.68,4.06,61475.41,17104.02,616110.72,0,480,-9.705388958010474,20
21/01/2024,Miniera 2,6.42,60.2761,16.1706,4447643.18,133429.3,4.86,61475.41,27710.78,533717.18,0,504,-23.658704631323964,21
22/01/2024,Miniera 2,15.05,60.2761,16.1706,6653234.42,199597.03,4.08,61475.41,25433.7,798388.13,0,528,-20.655512875239,22
23/01/2024,Miniera 2,11.16,60.2761,16.1706,5910792.66,177323.78,4.45,61475.41,17784.08,709295.12,0,552,-14.586498116792788,23
24/01/2024,Miniera 2,11.1,60.2761,16.1706,3918404.34,117552.13,4.7,61475.41,22400.61,470208.52,0,576,-1.4591362604903857,24
25/01/2024,Miniera 2,9.51,60.2761,16.1706,3188183.96,95645.52,3.29,61475.41,16127.73,382582.08,0,600,-1.011629638372213,25
26/01/2024,Miniera 2,3.87,60.2761,16.1706,6341303.73,190239.11,5.5,61475.41,17924.87,760956.45,0,624,-22.47832191767498,26
27/01/2024,Miniera 2,15.62,60.2761,16.1706,5553587.2,166607.62,4.7,61475.41,19865.36,666430.46,0,648,-18.052804553477316,27
28/01/2024,Miniera 2,10.87,60.2761,16.1706,6077589.51,182327.69,5.59,61475.41,23634.67,729310.74,0,672,-14.75779239950486,28
29/01/2024,Miniera 2,10.7,60.2761,16.1706,4462894.25,133886.83,4.85,61475.41,17529.95,535547.31,0,696,-17.39772649225864,29
30/01/2024,Miniera 2,12.24,60.2761,16.1706,6731644.68,201949.34,4.03,61475.41,28279.35,807797.36,0,720,-15.994028846318335,30
31/01/2024,Miniera 2,14.27,60.2761,16.1706,3177734.22,95332.03,3.48,61475.41,28118.51,381328.11,0,744,-3.228225195805564,31
01/02/2024,Miniera 2,17.21,60.2761,16.1706,3198503.58,95955.11,4.74,61475.41,20122.81,383820.43,0,768,-8.796334107616094,32
02/02/2024,Miniera 2,13.89,60.2761,16.1706,4229481.51,126884.45,3.78,61475.41,24250.72,507537.78,0,792,-13.233856029687388,33
03/02/2024,Miniera 2,0.43,60.2761,16.1706,5124673.85,153740.22,3.93,61475.41,29904.1,614960.86,0,816,-8.871828883509142,34
04/02/2024,Miniera 2,11.7,60.2761,16.1706,3776636.87,113299.11,3.03,61475.41,24719.3,453196.42,0,840,-2.314302503011284,35
05/02/2024,Miniera 2,11.36,60.2761,16.1706,4979644.97,149389.35,5.36,61475.41,26517.92,597557.4,0,864,-11.413278118121436,36
06/02/2024,Miniera 2,14.94,60.2761,16.1706,3169696.93,95090.91,3.76,61475.41,17031.77,380363.63,0,888,-3.111457091472321,37
07/02/2024,Miniera 2,11.29,60.2761,16.1706,3856589.39,115697.68,4.7,61475.41,22582.39,462790.73,0,912,-10.331398749372264,38
08/02/2024,Miniera 2,1.96,60.2761,16.1706,2993230.22,89796.91,3.69,61475.41,26999.21,359187.63,0,936,-0.6756585041226302,39
09/02/2024,Miniera 2,12.8,60.2761,16.1706,7065654.25,211969.63,3.05,61475.41,27807.47,847878.51,0,960,-17.96315116970421,40
10/02/2024,Miniera 2,7.79,60.2761,16.1706,3317990.56,99539.72,5.36,61475.41,19185.67,398158.87,0,984,-3.500134746751872,41
11/02/2024,Miniera 2,17.27,60.2761,16.1706,4333523.44,130005.7,4.18,61475.41,15518.09,520022.81,0,1008,-5.725122778023312,42
12/02/2024,Miniera 2,2.21,60.2761,16.1706,5468605.63,164058.17,4.15,61475.41,17506.34,656232.68,0,1032,-14.9287742928407,43
13/02/2024,Miniera 2,3.28,60.2761,16.1706,4738547.4,142156.42,5.49,61475.41,29082.27,568625.69,0,1056,-16.958833613455695,44
14/02/2024,Miniera 2,11.83,60.2761,16.1706,5880453.15,176413.59,5.44,61475.41,20250.95,705654.38,0,1080,-21.237378714396417,45
15/02/2024,Miniera 2,11.1,60.2761,16.1706,5159647.49,154789.42,5.2,61475.41,26950.63,619157.7,0,1104,-17.411243872912852,46
16/02/2024,Miniera 2,15.99,60.2761,16.1706,3909223.86,117276.72,4.64,61475.41,21808.25,469106.86,0,1128,-10.933155454695362,47
17/02/2024,Miniera 2,5.5,60.2761,16.1706,4947717.85,148431.54,3.92,61475.41,16558.0,593726.14,0,1152,-5.129704370341589,48
18/02/2024,Miniera 2,16.58,60.2761,16.1706,2791362.08,83740.86,3.21,61475.41,18491.78,334963.45,0,1176,-3.494967473724323,49
19/02/2024,Miniera 2,13.13,60.2761,16.1706,8057909.55,241737.29,4.1,61475.41,19710.78,966949.15,0,1200,-20.744589940173626,50
20/02/2024,Miniera 2,9.04,60.2761,16.1706,6874494.08,206234.82,3.46,61475.41,21498.76,824939.29,0,1224,-24.10105891209269,51
21/02/2024,Miniera 2,11.46,60.2761,16.1706,4977342.27,149320.27,3.64,61475.41,22277.47,597281.07,0,1248,-6.827489900607166,52
22/02/2024,Miniera 2,7.08,60.2761,16.1706,5880288.3,176408.65,5.61,61475.41,18300.11,705634.6,0,1272,-20.68557759937599,53
23/02/2024,Miniera 2,17.18,60.2761,16.1706,7049204.76,211476.14,3.6,61475.41,22024.42,845904.57,0,1296,-20.12197272455576,54
24/02/2024,Miniera 2,1.83,60.2761,16.1706,3203522.89,96105.69,5.37,61475.41,15594.65,384422.75,0,1320,-7.56881699157795,55
25/02/2024,Miniera 2,13.77,60.2761,16.1706,5581953.89,167458.62,3.83,61475.41,29455.36,669834.47,0,1344,-6.719353304266434,56
26/02/2024,Miniera 2,0.7,60.2761,16.1706,3510119.63,105303.59,4.84,61475.41,19092.53,421214.36,0,1368,-18.110971303807492,57
27/02/2024,Miniera 2,3.36,60.2761,16.1706,5185694.39,155570.83,5.55,61475.41,18302.25,622283.33,0,1392,-12.673465567788005,58
28/02/2024,Miniera 2,13.57,60.2761,16.1706,5084056.48,152521.69,3.28,61475.41,21001.12,610086.78,0,1416,-24.380211446579043,59
29/02/2024,Miniera 2,3.55,60.2761,16.1706,4585625.02,137568.75,4.63,61475.41,29623.4,550275.0,0,1440,-21.887127861329418,60
01/03/2024,Miniera 2,1.49,60.2761,16.1706,1680953.88,50428.62,3.11,61475.41,23637.98,201714.47,0,1464,2.9066879070403253,61
02/03/2024,Miniera 2,14.4,60.2761,16.1706,3523501.82,105705.05,4.05,61475.41,25660.04,422820.22,0,1488,6.929092485462384,62
03/03/2024,Miniera 2,9.19,60.2761,16.1706,3006044.45,90181.33,5.0,61475.41,21584.76,360725.33,0,1512,5.632799212897503,63
04/03/2024,Miniera 2,1.27,60.2761,16.1706,3184224.2,95526.73,5.58,61475.41,28075.55,382106.9,0,1536,7.023696291884185,64
05/03/2024,Miniera 2,15.46,60.2761,16.1706,2848215.12,85446.45,3.28,61475.41,27979.26,341785.81,0,1560,3.587957511713377,65
06/03/2024,Miniera 2,15.96,60.2761,16.1706,4403050.27,132091.51,5.32,61475.41,21454.75,528366.03,1,0,11.134997886671254,0
07/03/2024,Miniera 2,6.8,60.2761,16.1706,3395972.77,101879.18,3.76,61475.41,25689.82,407516.73,0,24,9.977524176316312,1
08/03/2024,Miniera 2,12.49,60.2761,16.1706,5415662.06,162469.86,5.67,61475.41,28561.58,649879.45,0,48,13.31183037080045,2
09/03/2024,Miniera 2,6.32,60.2761,16.1706,1484508.89,44535.27,3.13,61475.41,24193.68,178141.07,0,72,0.3564235986458453,3
10/03/2024,Miniera 2,3.64,60.2761,16.1706,3168024.85,95040.75,5.07,61475.41,18801.13,380162.98,0,96,7.083789303983032,4
11/03/2024,Miniera 2,14.52,60.2761,16.1706,2589814.09,77694.42,4.42,61475.41,20725.78,310777.69,0,120,-2.8429383004760105,5
12/03/2024,Miniera 2,11.51,60.2761,16.1706,3823063.9,114691.92,3.14,61475.41,25368.86,458767.67,0,144,-4.942568943065836,6
13/03/2024,Miniera 2,15.54,60.2761,16.1706,4906252.5,147187.57,5.71,61475.41,25999.46,588750.3,0,168,-2.0401953770607157,7
14/03/2024,Miniera 2,5.48,60.2761,16.1706,3371622.05,101148.66,3.56,61475.41,29206.96,404594.65,0,192,-8.6316486881514,8
15/03/2024,Miniera 2,14.47,60.2761,16.1706,2242573.53,67277.21,3.6,61475.41,16390.54,269108.82,0,216,1.8793698710205007,9
16/03/2024,Miniera 2,2.86,60.2761,16.1706,1838968.08,55169.04,4.99,61475.41,17729.46,220676.17,0,240,2.234493835114307,10
17/03/2024,Miniera 2,7.14,60.2761,16.1706,3221344.94,96640.35,4.22,61475.41,22375.69,386561.39,0,264,-2.644951426626859,11
18/03/2024,Miniera 2,7.58,60.2761,16.1706,3478962.36,104368.87,5.1,61475.41,24107.5,417475.48,0,288,-7.04767137393184,12
19/03/2024,Miniera 2,10.17,60.2761,16.1706,5499118.67,164973.56,3.35,61475.41,28262.94,659894.24,0,312,12.688854853548378,13
20/03/2024,Miniera 2,18.01,60.2761,16.1706,3280233.75,98407.01,3.32,61475.41,15973.95,393628.05,0,336,-4.230904340504554,14
21/03/2024,Miniera 2,16.62,60.2761,16.1706,3576431.88,107292.96,4.09,61475.41,23619.67,429171.83,0,360,6.456370855275882,15
22/03/2024,Miniera 2,2.09,60.2761,16.1706,2647159.11,79414.77,5.88,61475.41,17353.8,317659.09,0,384,-0.25374149582794914,16
23/03/2024,Miniera 2,0.96,60.2761,16.1706,2331310.03,69939.3,5.2,61475.41,17175.62,279757.2,0,408,5.831500836090109,17
24/03/2024,Miniera 2,12.23,60.2761,16.1706,4063778.67,121913.36,3.22,61475.41,26687.23,487653.44,0,432,9.217979896046419,18
25/03/2024,Miniera 2,14.62,60.2761,16.1706,2464689.54,73940.69,5.8,61475.41,17998.6,295762.74,0,456,-0.9081169454307201,19
26/03/2024,Miniera 2,8.71,60.2761,16.1706,3638635.36,109159.06,3.14,61475.41,15155.11,436636.24,0,480,-0.3669048663159895,20
27/03/2024,Miniera 2,11.58,60.2761,16.1706,5999553.27,179986.6,5.66,61475.41,22768.95,719946.39,0,504,14.618147390057647,21
28/03/2024,Miniera 2,2.1,60.2761,16.1706,3262908.03,97887.24,3.75,61475.41,15973.17,391548.96,0,528,-1.421721354665106,22
29/03/2024,Miniera 2,1.86,60.2761,16.1706,3578564.76,107356.94,3.92,61475.41,27238.14,429427.77,0,552,-2.181452836275052,23
30/03/2024,Miniera 2,1.87,60.2761,16.1706,4078039.04,122341.17,4.17,61475.41,24904.43,489364.68,0,576,-2.071857595448553,24
31/03/2024,Miniera 2,11.4,60.2761,16.1706,4299583.96,128987.52,3.52,61475.41,20997.3,515950.08,0,600,9.024144811450292,25
01/04/2024,Miniera 2,14.01,60.2761,16.1706,2840740.95,85222.23,4.7,61475.41,15413.25,340888.91,1,0,7.0171043796900285,0
02/04/2024,Miniera 2,14.48,60.2761,16.1706,5333987.49,160019.62,3.01,61475.41,19791.09,640078.5,0,24,-5.346436712814697,1
03/04/2024,Miniera 2,7.51,60.2761,16.1706,2459645.8,73789.37,3.15,61475.41,24990.24,295157.5,0,48,3.4466483797426264,2
04/04/2024,Miniera 2,13.04,60.2761,16.1706,2526317.02,75789.51,4.09,61475.41,15242.34,303158.04,0,72,3.547237092415509,3
05/04/2024,Miniera 2,18.13,60.2761,16.1706,2821084.67,84632.54,3.54,61475.41,28764.39,338530.16,0,96,4.9192336202037055,4
06/04/2024,Miniera 2,15.62,60.2761,16.1706,4014591.68,120437.75,3.02,61475.41,28288.28,481751.0,0,120,-5.9803882311150245,5
07/04/2024,Miniera 2,16.96,60.2761,16.1706,3862486.14,115874.58,3.94,61475.41,20057.08,463498.34,0,144,8.542940418118377,6
08/04/2024,Miniera 2,18.4,60.2761,16.1706,3656681.99,109700.46,3.99,61475.41,17889.49,438801.84,0,168,-2.4180419623959555,7
09/04/2024,Miniera 2,3.02,60.2761,16.1706,3533770.51,106013.12,3.88,61475.41,25732.08,424052.46,0,192,-4.562715755255022,8
10/04/2024,Miniera 2,17.17,60.2761,16.1706,4798732.28,143961.97,4.13,61475.41,16256.59,575847.87,0,216,11.241575023968409,9
11/04/2024,Miniera 2,15.81,60.2761,16.1706,2891969.03,86759.07,5.53,61475.41,21764.72,347036.28,0,240,-2.892696996212634,10
12/04/2024,Miniera 2,12.19,60.2761,16.1706,3430085.34,102902.56,5.43,61475.41,27042.44,411610.24,0,264,7.678614970436765,11
13/04/2024,Miniera 2,18.87,60.2761,16.1706,1601401.52,48042.05,5.14,61475.41,28731.27,192168.18,0,288,1.0587839860285335,12
14/04/2024,Miniera 2,18.01,60.2761,16.1706,2444927.24,73347.82,3.59,61475.41,29127.89,293391.27,0,312,2.4076375976905275,13
15/04/2024,Miniera 2,13.86,60.2761,16.1706,4862389.72,145871.69,3.91,61475.41,20560.42,583486.77,0,336,11.599541445145004,14
16/04/2024,Miniera 2,9.16,60.2761,16.1706,2515664.3,75469.93,5.47,61475.41,22028.79,301879.72,0,360,-3.4781660899213387,15
17/04/2024,Miniera 2,7.38,60.2761,16.1706,3818996.57,114569.9,3.69,61475.41,25708.9,458279.59,0,384,7.26534913572284,16
18/04/2024,Miniera 2,10.34,60.2761,16.1706,4286911.2,128607.34,5.66,61475.41,16921.31,514429.34,0,408,12.947047214063058,17
19/04/2024,Miniera 2,18.37,60.2761,16.1706,1854233.77,55627.01,4.42,61475.41,16891.36,222508.05,0,432,0.7169703798026088,18
20/04/2024,Miniera 2,6.41,60.2761,16.1706,2504076.67,75122.3,5.16,61475.41,19969.84,300489.2,0,456,3.1499871302322138,19
21/04/2024,Miniera 2,18.5,60.2761,16.1706,3087160.18,92614.81,4.79,61475.41,22399.65,370459.22,1,0,5.435413982708537,0
22/04/2024,Miniera 2,1.42,60.2761,16.1706,5037009.94,151110.3,5.46,61475.41,24687.04,604441.19,0,24,12.072672160296417,1
23/04/2024,Miniera 2,11.18,60.2761,16.1706,4509585.78,135287.57,5.62,61475.41,25963.08,541150.29,0,48,9.078978553601512,2
24/04/2024,Miniera 2,7.82,60.2761,16.1706,2263826.9,67914.81,4.06,61475.41,28576.99,271659.23,0,72,-0.7141951946364884,3
25/04/2024,Miniera 2,4.9,60.2761,16.1706,4626009.03,138780.27,4.27,61475.41,27133.85,555121.08,1,0,10.95816956127219,0
26/04/2024,Miniera 2,5.76,60.2761,16.1706,4036439.66,121093.19,4.46,61475.41,20904.14,484372.76,1,0,12.139980116862727,0
27/04/2024,Miniera 2,6.53,60.2761,16.1706,3527096.1,105812.88,4.6,61475.41,27461.86,423251.53,0,24,9.20977143373073,1
28/04/2024,Miniera 2,3.54,60.2761,16.1706,3223783.14,96713.49,5.83,61475.41,24598.13,386853.98,0,48,-2.3559136415202566,2
29/04/2024,Miniera 2,0.4,60.2761,16.1706,3497653.98,104929.62,5.09,61475.41,23280.44,419718.48,0,72,12.327545163264261,3
30/04/2024,Miniera 2,5.44,60.2761,16.1706,1737691.58,52130.75,3.45,61475.41,25957.84,208522.99,1,0,1.6950686961355128,0
01/05/2024,Miniera 2,9.29,60.2761,16.1706,5109888.03,153296.64,4.59,61475.41,25944.1,613186.56,0,24,13.490019963574863,1
02/05/2024,Miniera 2,5.79,60.2761,16.1706,4244078.73,127322.36,4.22,61475.41,23423.04,509289.45,0,48,10.45606588680025,2
03/05/2024,Miniera 2,0.63,60.2761,16.1706,2254860.15,67645.8,5.93,61475.41,26729.18,270583.22,0,72,-2.8509313647899512,3
04/05/2024,Miniera 2,16.68,60.2761,16.1706,3116116.96,93483.51,5.08,61475.41,18527.88,373934.04,0,96,-3.1413393999195733,4
05/05/2024,Miniera 2,17.59,60.2761,16.1706,3063634.77,91909.04,5.02,61475.41,29281.63,367636.17,0,120,-1.2190339031217299,5
06/05/2024,Miniera 2,11.34,60.2761,16.1706,2587651.11,77629.53,4.13,61475.41,26274.84,310518.13,0,144,5.292756736996738,6
07/05/2024,Miniera 2,10.35,60.2761,16.1706,1738006.24,52140.19,4.91,61475.41,27437.44,208560.75,1,0,1.245587876610605,0
08/05/2024,Miniera 2,6.36,60.2761,16.1706,4441832.22,133254.97,4.77,61475.41,21056.54,533019.87,0,24,-3.8084010122567484,1
09/05/2024,Miniera 2,10.8,60.2761,16.1706,3364346.72,100930.4,4.07,61475.41,26587.36,403721.61,0,48,-2.8708914088793493,2
10/05/2024,Miniera 2,9.16,60.2761,16.1706,2571971.23,77159.14,5.3,61475.41,27216.77,308636.55,0,72,-0.4629088283946956,3
11/05/2024,Miniera 2,2.13,60.2761,16.1706,2492453.26,74773.6,5.71,61475.41,19947.42,299094.39,0,96,-5.344004228885551,4
12/05/2024,Miniera 2,8.82,60.2761,16.1706,2911251.44,87337.54,3.68,61475.41,15052.59,349350.17,0,120,5.029882523280968,5
13/05/2024,Miniera 2,9.01,60.2761,16.1706,3351101.89,100533.06,4.76,61475.41,26582.67,402132.23,0,144,-7.038269640785635,6
14/05/2024,Miniera 2,7.71,60.2761,16.1706,4312239.11,129367.17,3.34,61475.41,19299.12,517468.69,0,168,-8.461825894492161,7
15/05/2024,Miniera 2,13.99,60.2761,16.1706,5334547.66,160036.43,4.29,61475.41,17898.41,640145.72,0,192,12.041914800276246,8
16/05/2024,Miniera 2,3.56,60.2761,16.1706,3189818.79,95694.56,4.18,61475.41,24440.69,382778.25,0,216,7.8286449851280295,9
17/05/2024,Miniera 2,3.55,60.2761,16.1706,4266324.12,127989.72,4.31,61475.41,23203.11,511958.89,0,240,12.242730792784108,10
18/05/2024,Miniera 2,5.18,60.2761,16.1706,5540678.73,166220.36,4.21,61475.41,16434.96,664881.45,0,264,13.553264494808406,11
19/05/2024,Miniera 2,17.52,60.2761,16.1706,2888221.78,86646.65,3.71,61475.41,18644.23,346586.61,0,288,-4.320805432458241,12
20/05/2024,Miniera 2,9.06,60.2761,16.1706,3494159.21,104824.78,5.5,61475.41,22049.24,419299.11,0,312,-2.137862194160575,13
21/05/2024,Miniera 2,9.76,60.2761,16.1706,4417514.01,132525.42,4.75,61475.41,20184.95,530101.68,0,336,-9.91874282449102,14
22/05/2024,Miniera 2,14.65,60.2761,16.1706,2881038.54,86431.16,3.72,61475.41,22451.2,345724.62,0,360,3.6268706473716197,15
23/05/2024,Miniera 2,17.74,60.2761,16.1706,3345142.68,100354.28,5.07,61475.41,16793.1,401417.12,0,384,-1.969056120138756,16
24/05/2024,Miniera 2,1.1,60.2761,16.1706,3432766.0,102982.98,3.59,61475.41,27350.67,411931.92,0,408,-4.707905007806178,17
25/05/2024,Miniera 2,11.96,60.2761,16.1706,4416597.32,132497.92,5.84,61475.41,26658.93,529991.68,0,432,11.443381065633318,18
26/05/2024,Miniera 2,17.08,60.2761,16.1706,1533747.15,46012.41,5.19,61475.41,25348.15,184049.66,0,456,1.1390874625677707,19
27/05/2024,Miniera 2,3.23,60.2761,16.1706,2620368.35,78611.05,3.47,61475.41,24382.1,314444.2,0,480,7.300966290546029,20
28/05/2024,Miniera 2,0.53,60.2761,16.1706,3281508.06,98445.24,3.14,61475.41,29432.81,393780.97,0,504,11.2164622084895,21
29/05/2024,Miniera 2,15.57,60.2761,16.1706,5446747.39,163402.42,3.23,61475.41,21651.34,653609.69,0,528,-6.65118670920714,22
30/05/2024,Miniera 2,5.22,60.2761,16.1706,4439992.19,133199.77,5.37,61475.41,16373.68,532799.06,0,552,14.6141118005959,23
31/05/2024,Miniera 2,3.85,60.2761,16.1706,3591934.29,107758.03,5.64,61475.41,21495.49,431032.11,0,576,9.717077430282746,24
01/06/2024,Miniera 2,8.59,60.2761,16.1706,2279001.29,68370.04,3.01,61475.41,24419.58,273480.15,0,600,21.46333039435713,25
02/06/2024,Miniera 2,8.76,60.2761,16.1706,3260088.45,97802.65,4.07,61475.41,23858.08,391210.61,0,624,17.410247903563718,26
03/06/2024,Miniera 2,11.07,60.2761,16.1706,3210540.3,96316.21,5.88,61475.41,20536.8,385264.84,0,648,24.03334924706919,27
04/06/2024,Miniera 2,11.04,60.2761,16.1706,3104558.3,93136.75,3.53,61475.41,16060.1,372547.0,0,672,22.384818486055742,28
05/06/2024,Miniera 2,17.0,60.2761,16.1706,3069799.57,92093.99,5.96,61475.41,27413.76,368375.95,0,696,21.833284764734962,29
06/06/2024,Miniera 2,4.21,60.2761,16.1706,2155651.6,64669.55,3.28,61475.41,19972.35,258678.19,0,720,19.108665583846733,30
07/06/2024,Miniera 2,1.85,60.2761,16.1706,2272781.67,68183.45,5.97,61475.41,23523.58,272733.8,0,744,17.045506187118022,31
08/06/2024,Miniera 2,19.03,60.2761,16.1706,3480357.22,104410.72,5.3,61475.41,28870.12,417642.87,0,768,24.794604806121896,32
09/06/2024,Miniera 2,17.57,60.2761,16.1706,2916600.75,87498.02,3.03,61475.41,26897.74,349992.09,1,0,17.143244130781447,0
10/06/2024,Miniera 2,2.95,60.2761,16.1706,2215128.41,66453.85,5.94,61475.41,15816.27,265815.41,0,24,21.335117735704564,1
11/06/2024,Miniera 2,2.92,60.2761,16.1706,2690692.27,80720.77,5.23,61475.41,28701.59,322883.07,0,48,18.2442226781145,2
12/06/2024,Miniera 2,0.82,60.2761,16.1706,2725384.7,81761.54,4.8,61475.41,15112.56,327046.16,0,72,19.578637595230916,3
13/06/2024,Miniera 2,15.47,60.2761,16.1706,3385624.31,101568.73,4.84,61475.41,18429.36,406274.92,0,96,19.97455197783338,4
14/06/2024,Miniera 2,5.21,60.2761,16.1706,2415251.88,72457.56,5.28,61475.41,20840.21,289830.23,0,120,16.32523999743262,5
15/06/2024,Miniera 2,11.78,60.2761,16.1706,3255818.26,97674.55,4.04,61475.41,29460.23,390698.19,0,144,19.7501043460548,6
16/06/2024,Miniera 2,17.19,60.2761,16.1706,3457443.76,103723.31,5.64,61475.41,16791.44,414893.25,1,0,15.507680830776462,0
17/06/2024,Miniera 2,8.64,60.2761,16.1706,2989059.55,89671.79,3.07,61475.41,24124.1,358687.15,0,24,20.338940745871106,1
18/06/2024,Miniera 2,6.3,60.2761,16.1706,2493906.97,74817.21,3.97,61475.41,26224.32,299268.84,0,48,20.40173365232413,2
19/06/2024,Miniera 2,2.52,60.2761,16.1706,2344472.13,70334.16,5.92,61475.41,18705.05,281336.66,0,72,22.19318261164802,3
20/06/2024,Miniera 2,2.21,60.2761,16.1706,2784732.48,83541.97,4.65,61475.41,28063.83,334167.9,0,96,21.188805416730656,4
21/06/2024,Miniera 2,6.36,60.2761,16.1706,2153660.53,64609.82,4.98,61475.41,27267.69,258439.26,0,120,18.75660586482964,5
22/06/2024,Miniera 2,14.12,60.2761,16.1706,2896838.22,86905.15,4.06,61475.41,23426.57,347620.59,0,144,16.644986844574998,6
23/06/2024,Miniera 2,18.86,60.2761,16.1706,2647804.05,79434.12,4.03,61475.41,24151.29,317736.49,0,168,19.42646015876024,7
24/06/2024,Miniera 2,19.1,60.2761,16.1706,3540598.75,106217.96,4.41,61475.41,29562.1,424871.85,0,192,15.219185131316662,8
25/06/2024,Miniera 2,0.04,60.2761,16.1706,2347372.34,70421.17,3.22,61475.41,17665.1,281684.68,0,216,16.613769765029588,9
26/06/2024,Miniera 2,3.57,60.2761,16.1706,2607448.79,78223.46,3.19,61475.41,23501.91,312893.85,0,240,16.441768082751164,10
27/06/2024,Miniera 2,14.37,60.2761,16.1706,2498628.27,74958.85,4.43,61475.41,20873.5,299835.39,0,264,22.748918360756207,11
28/06/2024,Miniera 2,13.82,60.2761,16.1706,3019305.0,90579.15,3.66,61475.41,23154.05,362316.6,0,288,17.775650282118118,12
29/06/2024,Miniera 2,13.06,60.2761,16.1706,3109870.76,93296.12,3.93,61475.41,21622.44,373184.49,0,312,18.114730779247946,13
30/06/2024,Miniera 2,2.45,60.2761,16.1706,2102453.81,63073.61,5.1,61475.41,16303.05,252294.46,0,336,17.35418523121093,14
01/07/2024,Miniera 2,2.06,60.2761,16.1706,2993535.29,89806.06,4.23,61475.41,16228.2,359224.23,0,360,20.251798429768243,15
02/07/2024,Miniera 2,13.77,60.2761,16.1706,2963313.55,88899.41,3.1,61475.41,22414.97,355597.63,0,384,23.24257013814212,16
03/07/2024,Miniera 2,16.55,60.2761,16.1706,2746297.82,82388.93,4.57,61475.41,16777.0,329555.74,0,408,24.47363763235036,17
04/07/2024,Miniera 2,15.58,60.2761,16.1706,2496319.88,74889.6,4.53,61475.41,24343.21,299558.39,0,432,22.416524621367362,18
05/07/2024,Miniera 2,10.73,60.2761,16.1706,3149508.52,94485.26,5.2,61475.41,29588.62,377941.02,0,456,20.9351816853221,19
06/07/2024,Miniera 2,19.01,60.2761,16.1706,3325327.41,99759.82,5.04,61475.41,26887.48,399039.29,1,0,22.26577932918024,0
07/07/2024,Miniera 2,7.91,60.2761,16.1706,2657826.98,79734.81,3.37,61475.41,22638.4,318939.24,0,24,20.759279857589796,1
08/07/2024,Miniera 2,6.51,60.2761,16.1706,3128490.63,93854.72,3.42,61475.41,25925.37,375418.88,0,48,21.548220599340336,2
09/07/2024,Miniera 2,1.63,60.2761,16.1706,2250549.1,67516.47,3.76,61475.41,20735.1,270065.89,0,72,21.1260492211184,3
10/07/2024,Miniera 2,4.08,60.2761,16.1706,2664749.12,79942.47,5.74,61475.41,27514.59,319769.89,0,96,17.634677385719275,4
11/07/2024,Miniera 2,17.75,60.2761,16.1706,2872194.54,86165.84,5.38,61475.41,16127.88,344663.34,0,120,24.826998725758607,5
12/07/2024,Miniera 2,4.1,60.2761,16.1706,3004354.71,90130.64,3.97,61475.41,19122.87,360522.57,0,144,24.766029309068635,6
13/07/2024,Miniera 2,1.36,60.2761,16.1706,2959605.0,88788.15,4.21,61475.41,28361.06,355152.6,0,168,21.67835626622699,7
14/07/2024,Miniera 2,9.9,60.2761,16.1706,3156708.75,94701.26,3.82,61475.41,17055.2,378805.05,0,192,16.06464766011006,8
15/07/2024,Miniera 2,6.92,60.2761,16.1706,2799775.27,83993.26,4.26,61475.41,20829.3,335973.03,0,216,18.196558594606806,9
16/07/2024,Miniera 2,5.93,60.2761,16.1706,2481761.21,74452.84,3.8,61475.41,24890.94,297811.35,0,240,17.762501141251136,10
17/07/2024,Miniera 2,0.58,60.2761,16.1706,2643684.26,79310.53,5.79,61475.41,19728.86,317242.11,0,264,22.118998620431576,11
18/07/2024,Miniera 2,15.33,60.2761,16.1706,2983422.7,89502.68,3.38,61475.41,23026.1,358010.72,0,288,16.78347825528995,12
19/07/2024,Miniera 2,1.99,60.2761,16.1706,2482554.76,74476.64,5.17,61475.41,15561.39,297906.57,0,312,16.02159424435434,13
